treeid,year,xcoord,ycoord,tag,peninsula,northing,easting,bcnh_count,dcco_count
6974,2006,633920.138000000035390,4831271.262099999934435,6974,B,,,2,0
6975,2003,633904.229300000006333,4831273.652099999599159,6975,B,,,3,0
6975,2004,633904.229300000006333,4831273.652099999599159,6975,B,,,1,0
6977,2003,633917.886000000056811,4831257.508999999612570,6977,B,,,1,0
6979,2003,633916.637800000025891,4831238.777499999850988,6979,B,,,1,0
6981,2003,633931.187400000053458,4831240.132000000216067,6981,B,,,1,0
6982,2003,633905.993999999947846,4831254.402999999932945,6982,B,,,3,0
6982,2004,633905.993999999947846,4831254.402999999932945,6982,B,,,4,0
6982,2005,633905.993999999947846,4831254.402999999932945,6982,B,,,3,0
6982,2006,633905.993999999947846,4831254.402999999932945,6982,B,,,2,0
6982,2007,633905.993999999947846,4831254.402999999932945,6982,B,,,1,0
6982,2008,633905.993999999947846,4831254.402999999932945,6982,B,,,1,0
6983,2003,633927.106600000057369,4831254.189000000245869,6983,B,,,1,0
6985,2003,633931.379300000029616,4831253.287999999709427,6985,B,,,1,0
6986,2003,633947.379199999966659,4831231.368999999947846,6986,B,,,1,0
6986,2004,633947.379199999966659,4831231.368999999947846,6986,B,,,1,0
6986,2005,633947.379199999966659,4831231.368999999947846,6986,B,,,1,0
6986,2011,633947.379199999966659,4831231.368999999947846,6986,B,,,1,0
6987,2003,633936.697200000053272,4831235.344999999739230,6987,B,,,1,0
6987,2004,633936.697200000053272,4831235.344999999739230,6987,B,,,1,0
6987,2005,633936.697200000053272,4831235.344999999739230,6987,B,,,1,0
6987,2006,633936.697200000053272,4831235.344999999739230,6987,B,,,1,0
6987,2011,633936.697200000053272,4831235.344999999739230,6987,B,,,1,0
6987,2012,633936.697200000053272,4831235.344999999739230,6987,B,,,1,0
6988,2003,633904.058300000033341,4831251.944000000134110,6988,B,,,1,0
6988,2005,633904.058300000033341,4831251.944000000134110,6988,B,,,2,0
6988,2006,633904.058300000033341,4831251.944000000134110,6988,B,,,2,0
6988,2007,633904.058300000033341,4831251.944000000134110,6988,B,,,14,0
6991,2003,633930.296800000010990,4831249.734000000171363,6991,B,,,1,0
6991,2004,633930.296800000010990,4831249.734000000171363,6991,B,,,1,0
6991,2005,633930.296800000010990,4831249.734000000171363,6991,B,,,2,0
6991,2007,633930.296800000010990,4831249.734000000171363,6991,B,,,1,0
6992,2003,633947.888700000010431,4831229.987999999895692,6992,B,,,2,0
6992,2004,633947.888700000010431,4831229.987999999895692,6992,B,,,3,0
6992,2005,633947.888700000010431,4831229.987999999895692,6992,B,,,3,0
6992,2006,633947.888700000010431,4831229.987999999895692,6992,B,,,1,0
6992,2009,633947.888700000010431,4831229.987999999895692,6992,B,,,1,0
6992,2011,633947.888700000010431,4831229.987999999895692,6992,B,,,2,0
6992,2013,633947.888700000010431,4831229.987999999895692,6992,B,,,1,0
6993,2003,633928.274300000048243,4831249.601200000382960,6993,B,,,1,0
6994,2003,633933.768500000005588,4831239.766999999992549,6994,B,,,1,0
6994,2006,633933.768500000005588,4831239.766999999992549,6994,B,,,1,0
6994,2009,633933.768500000005588,4831239.766999999992549,6994,B,,,1,0
6995,2003,633923.087300000013784,4831243.115000000223517,6995,B,,,1,0
6995,2005,633923.087300000013784,4831243.115000000223517,6995,B,,,2,0
6995,2006,633923.087300000013784,4831243.115000000223517,6995,B,,,2,0
6996,2003,633920.310100000002421,4831243.185200000181794,6996,B,,,1,0
6996,2004,633920.310100000002421,4831243.185200000181794,6996,B,,,1,0
6996,2005,633920.310100000002421,4831243.185200000181794,6996,B,,,2,0
6996,2006,633920.310100000002421,4831243.185200000181794,6996,B,,,1,0
6996,2007,633920.310100000002421,4831243.185200000181794,6996,B,,,2,0
6997,2003,633901.807099999976344,4831252.273000000044703,6997,B,,,2,0
6997,2004,633901.807099999976344,4831252.273000000044703,6997,B,,,2,0
6997,2005,633901.807099999976344,4831252.273000000044703,6997,B,,,1,0
6997,2006,633901.807099999976344,4831252.273000000044703,6997,B,,,2,0
6997,2007,633901.807099999976344,4831252.273000000044703,6997,B,,,13,0
6998,2003,633937.209999999962747,4831233.420099999755621,6998,B,,,1,0
6998,2004,633937.209999999962747,4831233.420099999755621,6998,B,,,1,0
6999,2003,633916.145299999974668,4831241.572100000455976,6999,B,,,2,0
6999,2004,633916.145299999974668,4831241.572100000455976,6999,B,,,1,0
6999,2011,633916.145299999974668,4831241.572100000455976,6999,B,,,1,0
7000,2003,633935.588499999954365,4831236.726400000043213,7000,B,,,1,0
7000,2004,633935.588499999954365,4831236.726400000043213,7000,B,,,1,0
7000,2005,633935.588499999954365,4831236.726400000043213,7000,B,,,1,0
7000,2006,633935.588499999954365,4831236.726400000043213,7000,B,,,2,0
7000,2008,633935.588499999954365,4831236.726400000043213,7000,B,,,1,0
7000,2011,633935.588499999954365,4831236.726400000043213,7000,B,,,1,0
7103,2003,633896.192400000058115,4831282.176199999637902,7103,B,,,2,0
7801,2003,633860.030900000012480,4831281.344100000336766,7801,B,,,1,0
7807,2002,633884.547799999942072,4831267.449199999682605,7807,B,,,1,0
7807,2003,633884.547799999942072,4831267.449199999682605,7807,B,,,1,0
7809,2002,633892.745099999941885,4831274.756000000052154,7809,B,,,2,0
7809,2003,633892.745099999941885,4831274.756000000052154,7809,B,,,2,0
7809,2008,633892.745099999941885,4831274.756000000052154,7809,B,,,1,1
7810,2007,633883.554600000032224,4831297.367999999783933,7810,B,,,3,5
7812,2002,633885.087399999960326,4831266.763000000268221,7812,B,,,1,0
7812,2003,633885.087399999960326,4831266.763000000268221,7812,B,,,1,0
7860,2002,633698.764599999994971,4830972.916299999691546,7860,A,,,2,0
7876,2002,633881.753799999947660,4831271.168999999761581,7876,B,,,2,0
7876,2003,633881.753799999947660,4831271.168999999761581,7876,B,,,2,0
7890,2002,633954.833100000047125,4831266.067099999636412,7890,B,4831167.526999999769032,317719.445000000006985,1,0
7890,2003,633954.833100000047125,4831266.067099999636412,7890,B,4831167.526999999769032,317719.445000000006985,1,0
7890,2004,633954.833100000047125,4831266.067099999636412,7890,B,4831167.526999999769032,317719.445000000006985,1,0
7890,2013,633954.833100000047125,4831266.067099999636412,7890,B,4831167.526999999769032,317719.445000000006985,1,9
7891,2003,633956.958100000047125,4831267.067099999636412,7891,B,4831168.542000000365078,317721.476000000024214,1,0
7891,2006,633956.958100000047125,4831267.067099999636412,7891,B,4831168.542000000365078,317721.476000000024214,1,0
7891,2008,633956.958100000047125,4831267.067099999636412,7891,B,4831168.542000000365078,317721.476000000024214,1,0
7892,2002,633953.520699999993667,4831261.567099999636412,7892,B,4831163.002999999560416,317718.408999999985099,2,0
7892,2003,633953.520699999993667,4831261.567099999636412,7892,B,4831163.002999999560416,317718.408999999985099,1,0
7892,2004,633953.520699999993667,4831261.567099999636412,7892,B,4831163.002999999560416,317718.408999999985099,1,0
7892,2006,633953.520699999993667,4831261.567099999636412,7892,B,4831163.002999999560416,317718.408999999985099,1,0
7892,2008,633953.520699999993667,4831261.567099999636412,7892,B,4831163.002999999560416,317718.408999999985099,1,0
7894,2002,633970.423500000033528,4831262.895100000314415,7894,B,4831165.300999999977648,317733.348999999987427,1,0
7894,2003,633970.423500000033528,4831262.895100000314415,7894,B,4831165.300999999977648,317733.348999999987427,1,0
7894,2005,633970.423500000033528,4831262.895100000314415,7894,B,4831165.300999999977648,317733.348999999987427,2,0
7894,2006,633970.423500000033528,4831262.895100000314415,7894,B,4831165.300999999977648,317733.348999999987427,1,0
7894,2008,633970.423500000033528,4831262.895100000314415,7894,B,4831165.300999999977648,317733.348999999987427,3,0
7894,2013,633970.423500000033528,4831262.895100000314415,7894,B,4831165.300999999977648,317733.348999999987427,1,10
7897,2002,633952.533100000000559,4831266.692200000397861,7897,B,4831166.594999999739230,317718.114999999990687,2,0
7903,2002,633967.634700000053272,4831267.019999999552965,7903,B,4831167.589999999850988,317732.793999999994412,2,0
7903,2003,633967.634700000053272,4831267.019999999552965,7903,B,4831167.589999999850988,317732.793999999994412,2,0
7903,2004,633967.634700000053272,4831267.019999999552965,7903,B,4831167.589999999850988,317732.793999999994412,3,0
7903,2005,633967.634700000053272,4831267.019999999552965,7903,B,4831167.589999999850988,317732.793999999994412,4,0
7903,2008,633967.634700000053272,4831267.019999999552965,7903,B,4831167.589999999850988,317732.793999999994412,1,2
7904,2008,633957.702599999960512,4831272.144000000320375,7904,B,4831172.723000000230968,317722.829000000027008,1,0
7908,2003,633955.423599999980070,4831265.762400000356138,7908,B,4831166.191999999806285,317720.304999999993015,1,0
7908,2004,633955.423599999980070,4831265.762400000356138,7908,B,4831166.191999999806285,317720.304999999993015,1,0
7908,2006,633955.423599999980070,4831265.762400000356138,7908,B,4831166.191999999806285,317720.304999999993015,2,0
7908,2008,633955.423599999980070,4831265.762400000356138,7908,B,4831166.191999999806285,317720.304999999993015,2,0
7941,2005,633959.587700000032783,4831261.404400000348687,7941,B,4831162.025999999605119,317724.882999999972526,2,0
7941,2008,633959.587700000032783,4831261.404400000348687,7941,B,4831162.025999999605119,317724.882999999972526,2,0
7943,2008,633971.082799999974668,4831296.067200000397861,7943,B,4831196.974999999627471,317735.924999999988358,1,0
7944,2003,633962.747100000036880,4831262.286000000312924,7944,B,4831162.559999999590218,317728.022999999986496,1,0
7944,2004,633962.747100000036880,4831262.286000000312924,7944,B,4831162.559999999590218,317728.022999999986496,1,0
7944,2005,633962.747100000036880,4831262.286000000312924,7944,B,4831162.559999999590218,317728.022999999986496,1,0
7944,2008,633962.747100000036880,4831262.286000000312924,7944,B,4831162.559999999590218,317728.022999999986496,1,0
7946,2004,633969.425799999968149,4831264.997299999929965,7946,B,4831165.916000000201166,317732.602000000013504,1,0
7947,2002,633965.458300000056624,4831260.567200000397861,7947,B,4831161.890999999828637,317730.020000000018626,1,0
7947,2003,633965.458300000056624,4831260.567200000397861,7947,B,4831161.890999999828637,317730.020000000018626,1,0
7947,2004,633965.458300000056624,4831260.567200000397861,7947,B,4831161.890999999828637,317730.020000000018626,1,0
7947,2005,633965.458300000056624,4831260.567200000397861,7947,B,4831161.890999999828637,317730.020000000018626,2,0
7947,2007,633965.458300000056624,4831260.567200000397861,7947,B,4831161.890999999828637,317730.020000000018626,1,0
7948,2002,633971.837700000032783,4831267.253399999812245,7948,B,4831167.552000000141561,317737.478000000002794,2,0
7948,2003,633971.837700000032783,4831267.253399999812245,7948,B,4831167.552000000141561,317737.478000000002794,1,0
7948,2004,633971.837700000032783,4831267.253399999812245,7948,B,4831167.552000000141561,317737.478000000002794,2,0
7948,2005,633971.837700000032783,4831267.253399999812245,7948,B,4831167.552000000141561,317737.478000000002794,3,0
7949,2002,633969.708899999968708,4831269.603500000201166,7949,B,4831170.367999999783933,317735.342000000004191,1,0
7949,2004,633969.708899999968708,4831269.603500000201166,7949,B,4831170.367999999783933,317735.342000000004191,3,0
7949,2005,633969.708899999968708,4831269.603500000201166,7949,B,4831170.367999999783933,317735.342000000004191,4,0
7949,2007,633969.708899999968708,4831269.603500000201166,7949,B,4831170.367999999783933,317735.342000000004191,1,1
7949,2008,633969.708899999968708,4831269.603500000201166,7949,B,4831170.367999999783933,317735.342000000004191,1,1
7950,2005,633974.433300000033341,4831256.489099999889731,7950,B,4831156.830000000074506,317739.675999999977648,2,0
7951,2005,633971.583199999993667,4831270.567200000397861,7951,B,4831171.412999999709427,317736.054000000003725,1,0
7952,2008,633978.020900000003166,4831263.567300000227988,7952,B,4831164.979000000283122,317742.367000000027474,1,0
7953,2002,633970.627300000051036,4831265.197999999858439,7953,B,4831166.696000000461936,317736.007999999972526,1,0
7953,2003,633970.627300000051036,4831265.197999999858439,7953,B,4831166.696000000461936,317736.007999999972526,1,0
7953,2004,633970.627300000051036,4831265.197999999858439,7953,B,4831166.696000000461936,317736.007999999972526,3,0
7953,2005,633970.627300000051036,4831265.197999999858439,7953,B,4831166.696000000461936,317736.007999999972526,1,0
7955,2008,633963.831499999971129,4831269.395999999716878,7955,B,,,1,0
7957,2003,633971.359900000039488,4831271.582000000402331,7957,B,4831171.885999999940395,317736.968999999982771,1,0
7957,2004,633971.359900000039488,4831271.582000000402331,7957,B,4831171.885999999940395,317736.968999999982771,2,0
7957,2005,633971.359900000039488,4831271.582000000402331,7957,B,4831171.885999999940395,317736.968999999982771,2,0
7957,2008,633971.359900000039488,4831271.582000000402331,7957,B,4831171.885999999940395,317736.968999999982771,1,0
7958,2002,633955.814000000013039,4831266.453999999910593,7958,B,4831168.190000000409782,317722.523999999975786,1,0
7958,2003,633955.814000000013039,4831266.453999999910593,7958,B,4831168.190000000409782,317722.523999999975786,3,0
7958,2004,633955.814000000013039,4831266.453999999910593,7958,B,4831168.190000000409782,317722.523999999975786,1,0
7958,2006,633955.814000000013039,4831266.453999999910593,7958,B,4831168.190000000409782,317722.523999999975786,2,0
7958,2008,633955.814000000013039,4831266.453999999910593,7958,B,4831168.190000000409782,317722.523999999975786,1,0
7959,2002,633974.189699999988079,4831259.751000000163913,7959,B,4831159.946999999694526,317739.507999999972526,1,0
7959,2004,633974.189699999988079,4831259.751000000163913,7959,B,4831159.946999999694526,317739.507999999972526,2,0
7959,2005,633974.189699999988079,4831259.751000000163913,7959,B,4831159.946999999694526,317739.507999999972526,3,0
7959,2006,633974.189699999988079,4831259.751000000163913,7959,B,4831159.946999999694526,317739.507999999972526,1,0
7959,2007,633974.189699999988079,4831259.751000000163913,7959,B,4831159.946999999694526,317739.507999999972526,1,0
7959,2008,633974.189699999988079,4831259.751000000163913,7959,B,4831159.946999999694526,317739.507999999972526,3,0
8007,2004,633963.333499999949709,4831244.567200000397861,8007,B,,,5,0
8007,2005,633963.333499999949709,4831244.567200000397861,8007,B,,,2,0
8007,2006,633963.333499999949709,4831244.567200000397861,8007,B,,,2,0
8007,2008,633963.333499999949709,4831244.567200000397861,8007,B,,,1,0
8007,2013,633963.333499999949709,4831244.567200000397861,8007,B,,,1,5
8009,2004,633974.333699999959208,4831238.567300000227988,8009,B,,,1,0
8009,2006,633974.333699999959208,4831238.567300000227988,8009,B,,,1,0
8009,2007,633974.333699999959208,4831238.567300000227988,8009,B,,,1,0
8009,2009,633974.333699999959208,4831238.567300000227988,8009,B,,,2,0
8009,2011,633974.333699999959208,4831238.567300000227988,8009,B,,,3,2
8009,2012,633974.333699999959208,4831238.567300000227988,8009,B,,,1,0
8010,2004,633951.333400000003166,4831245.567099999636412,8010,B,,,1,0
8010,2005,633951.333400000003166,4831245.567099999636412,8010,B,,,1,0
8025,2004,633919.333199999993667,4831240.566999999806285,8025,B,,,1,0
8025,2005,633919.333199999993667,4831240.566999999806285,8025,B,,,1,0
8025,2011,633919.333199999993667,4831240.566999999806285,8025,B,,,1,3
8026,2004,633929.332900000037625,4831262.566999999806285,8026,B,,,1,0
8028,2004,633924.332999999984168,4831255.566999999806285,8028,B,,,2,0
8028,2005,633924.332999999984168,4831255.566999999806285,8028,B,,,1,0
8029,2004,633918.332900000037625,4831258.566999999806285,8029,B,,,3,0
8029,2005,633918.332900000037625,4831258.566999999806285,8029,B,,,3,0
8029,2006,633918.332900000037625,4831258.566999999806285,8029,B,,,3,0
8029,2007,633918.332900000037625,4831258.566999999806285,8029,B,,,2,0
8029,2008,633918.332900000037625,4831258.566999999806285,8029,B,,,5,0
8030,2004,633915.333199999993667,4831239.566999999806285,8030,B,,,2,0
8032,2004,633913.332900000037625,4831253.566999999806285,8032,B,,,2,0
8032,2005,633913.332900000037625,4831253.566999999806285,8032,B,,,1,0
8032,2006,633913.332900000037625,4831253.566999999806285,8032,B,,,1,0
8036,2004,633952.333300000056624,4831251.567099999636412,8036,B,,,1,0
8036,2005,633952.333300000056624,4831251.567099999636412,8036,B,,,1,0
8037,2004,633967.333300000056624,4831264.567200000397861,8037,B,,,2,0
8037,2005,633967.333300000056624,4831264.567200000397861,8037,B,,,1,0
8040,2004,633968.333699999959208,4831240.567200000397861,8040,B,,,2,0
8041,2004,633969.333600000012666,4831244.567200000397861,8041,B,,,1,0
8041,2005,633969.333600000012666,4831244.567200000397861,8041,B,,,1,0
8041,2011,633969.333600000012666,4831244.567200000397861,8041,B,,,2,0
8044,2004,633951.333699999959208,4831226.567099999636412,8044,B,,,1,0
8044,2014,633951.333699999959208,4831226.567099999636412,8044,B,,,1,0
8046,2004,633963.333499999949709,4831248.567200000397861,8046,B,,,1,0
8046,2006,633963.333499999949709,4831248.567200000397861,8046,B,,,1,0
8046,2013,633963.333499999949709,4831248.567200000397861,8046,B,,,1,3
8140,2004,633953.333499999949709,4831241.567099999636412,8140,B,,,1,0
8140,2011,633953.333499999949709,4831241.567099999636412,8140,B,,,3,0
8141,2004,633932.333100000047125,4831253.566999999806285,8141,B,,,1,0
8142,2004,633941.333400000003166,4831240.566999999806285,8142,B,,,1,0
8143,2004,633937.333400000003166,4831235.566999999806285,8143,B,,,2,0
8143,2005,633937.333400000003166,4831235.566999999806285,8143,B,,,4,0
8143,2006,633937.333400000003166,4831235.566999999806285,8143,B,,,1,0
8143,2011,633937.333400000003166,4831235.566999999806285,8143,B,,,1,0
8145,2004,633937.333400000003166,4831239.566999999806285,8145,B,,,4,0
8145,2005,633937.333400000003166,4831239.566999999806285,8145,B,,,4,0
8145,2006,633937.333400000003166,4831239.566999999806285,8145,B,,,2,0
8145,2009,633937.333400000003166,4831239.566999999806285,8145,B,,,1,0
8145,2011,633937.333400000003166,4831239.566999999806285,8145,B,,,9,0
8252,2004,633947.981299999984913,4831271.560200000181794,8252,B,,,1,0
8252,2008,633947.981299999984913,4831271.560200000181794,8252,B,,,1,11
8256,2005,633935.372500000055879,4831256.775999999605119,8256,B,,,1,0
8262,2004,633932.103400000021793,4831261.681200000457466,8262,B,,,1,0
8262,2005,633932.103400000021793,4831261.681200000457466,8262,B,,,2,0
8262,2006,633932.103400000021793,4831261.681200000457466,8262,B,,,2,0
8262,2008,633932.103400000021793,4831261.681200000457466,8262,B,,,1,0
8263,2004,633910.424400000018068,4831246.425200000405312,8263,B,,,1,0
8297,2004,633931.489999999990687,4831253.715099999681115,8297,B,,,4,0
8297,2005,633931.489999999990687,4831253.715099999681115,8297,B,,,3,0
8299,2004,633923.525000000023283,4831247.780199999921024,8299,B,,,2,0
8299,2006,633923.525000000023283,4831247.780199999921024,8299,B,,,2,0
8299,2009,633923.525000000023283,4831247.780199999921024,8299,B,,,1,0
8299,2011,633923.525000000023283,4831247.780199999921024,8299,B,,,2,0
8446,2004,633971.333100000047125,4831274.567200000397861,8446,B,,,1,0
8446,2006,633971.333100000047125,4831274.567200000397861,8446,B,,,1,0
8446,2008,633971.333100000047125,4831274.567200000397861,8446,B,,,1,0
8475,2004,633898.000000000000000,4831267.000000000000000,8475,B,,,1,0
8475,2005,633898.000000000000000,4831267.000000000000000,8475,B,,,1,0
8484,2004,633948.000000000000000,4831220.000000000000000,8484,B,,,1,0
8484,2011,633948.000000000000000,4831220.000000000000000,8484,B,,,1,0
8484,2012,633948.000000000000000,4831220.000000000000000,8484,B,,,1,0
8497,2004,633888.000000000000000,4831236.000000000000000,8497,B,,,1,0
8497,2005,633888.000000000000000,4831236.000000000000000,8497,B,,,1,0
8498,2004,633920.000000000000000,4831243.000000000000000,8498,B,,,1,0
8498,2005,633920.000000000000000,4831243.000000000000000,8498,B,,,1,0
8499,2004,633921.000000000000000,4831264.000000000000000,8499,B,,,1,0
8499,2005,633921.000000000000000,4831264.000000000000000,8499,B,,,1,0
8500,2004,633893.000000000000000,4831281.000000000000000,8500,B,,,1,0
8511,2004,633939.000000000000000,4831225.000000000000000,8511,B,,,1,0
8512,2004,633967.000000000000000,4831265.000000000000000,8512,B,,,1,0
8529,2007,633895.000000000000000,4831307.000000000000000,8529,B,,,5,8
8533,2007,633905.000000000000000,4831287.000000000000000,8533,B,,,1,5
8534,2004,633898.000000000000000,4831267.000000000000000,8534,B,,,1,0
8534,2005,633898.000000000000000,4831267.000000000000000,8534,B,,,1,0
8535,2004,633891.000000000000000,4831259.000000000000000,8535,B,,,1,0
8536,2004,633890.000000000000000,4831257.000000000000000,8536,B,,,3,0
8536,2005,633890.000000000000000,4831257.000000000000000,8536,B,,,3,0
8536,2006,633890.000000000000000,4831257.000000000000000,8536,B,,,1,0
8536,2007,633890.000000000000000,4831257.000000000000000,8536,B,,,9,0
8537,2004,633921.000000000000000,4831239.000000000000000,8537,B,,,2,0
8537,2005,633921.000000000000000,4831239.000000000000000,8537,B,,,1,0
8537,2011,633921.000000000000000,4831239.000000000000000,8537,B,,,4,0
8539,2004,633968.000000000000000,4831271.000000000000000,8539,B,,,1,0
8539,2005,633968.000000000000000,4831271.000000000000000,8539,B,,,1,0
8539,2006,633968.000000000000000,4831271.000000000000000,8539,B,,,1,0
8539,2008,633968.000000000000000,4831271.000000000000000,8539,B,,,1,0
8540,2004,633976.000000000000000,4831260.000000000000000,8540,B,,,1,0
8540,2005,633976.000000000000000,4831260.000000000000000,8540,B,,,1,0
8540,2008,633976.000000000000000,4831260.000000000000000,8540,B,,,2,0
8540,2009,633976.000000000000000,4831260.000000000000000,8540,B,,,2,0
8540,2012,633976.000000000000000,4831260.000000000000000,8540,B,,,1,0
8540,2013,633976.000000000000000,4831260.000000000000000,8540,B,,,1,0
8541,2004,633976.000000000000000,4831253.000000000000000,8541,B,,,1,0
8541,2005,633976.000000000000000,4831253.000000000000000,8541,B,,,1,0
8542,2004,633944.000000000000000,4831231.000000000000000,8542,B,,,1,0
8543,2004,633936.000000000000000,4831228.000000000000000,8543,B,,,1,0
9370,2012,633862.774199999985285,4831272.678100000135601,9370,B,,,2,0
9972,2011,633948.000000000000000,4831231.000000000000000,9972,B,,,2,0
9975,2011,633955.000000000000000,4831238.000000000000000,9975,B,,,2,0
9976,2011,633971.000000000000000,4831259.000000000000000,9976,B,,,1,0
9977,2011,633977.000000000000000,4831257.000000000000000,9977,B,,,1,1
9977,2012,633977.000000000000000,4831257.000000000000000,9977,B,,,1,0
9979,2012,633997.000000000000000,4831274.000000000000000,9979,B,,,1,4
9998,2015,634219.000000000000000,4831429.000000000000000,20052,C,,,1,0
10000,2016,634219.000000000000000,4831429.000000000000000,10000,C,,,1,0
10001,2011,633967.000000000000000,4831220.000000000000000,10001,B,,,3,0
10001,2012,633967.000000000000000,4831220.000000000000000,10001,B,,,1,0
10001,2014,633967.000000000000000,4831220.000000000000000,10001,B,,,2,0
10027,2011,633960.500000000000000,4831225.000000000000000,10027,B,,,1,0
10028,2011,633959.010000000009313,4831220.000000000000000,10028,B,,,2,0
10028,2013,633959.010000000009313,4831220.000000000000000,10028,B,,,1,0
10028,2014,633959.010000000009313,4831220.000000000000000,10028,B,,,1,2
10028,2020,633959.010000000009313,4831220.000000000000000,10028,B,,,1,3
10044,2013,633956.000000000000000,4831255.000000000000000,10044,B,,,1,19
10134,2015,634258.000000000000000,4831451.000000000000000,10134,C,,,1,0
10135,2011,633916.000000000000000,4831236.000000000000000,10135,B,,,1,0
10171,2011,633946.119999999995343,4831209.509999999776483,10171,B,,,1,0
10172,2011,633945.000000000000000,4831218.000000000000000,10172,B,,,1,0
10172,2014,633945.000000000000000,4831218.000000000000000,10172,B,,,2,9
10174,2011,633937.000000000000000,4831246.000000000000000,10174,B,,,1,0
10174,2013,633937.000000000000000,4831246.000000000000000,10174,B,,,1,0
10200,2011,633950.000000000000000,4831223.070000000298023,10200,B,,,1,0
10542,2014,634175.000000000000000,4831315.000000000000000,10542,C,,,1,0
10542,2015,634175.000000000000000,4831315.000000000000000,10542,C,,,1,0
10542,2016,634175.000000000000000,4831315.000000000000000,10542,C,,,2,0
10542,2021,634175.000000000000000,4831315.000000000000000,10542,C,,,1,1
10558,2014,634175.000000000000000,4831314.000000000000000,10558,C,,,1,0
10558,2015,634175.000000000000000,4831314.000000000000000,10558,C,,,1,0
10558,2017,634175.000000000000000,4831314.000000000000000,10558,C,,,1,0
10559,2014,634180.000000000000000,4831309.000000000000000,10559,C,,,1,0
10559,2015,634180.000000000000000,4831309.000000000000000,10559,C,,,1,0
10559,2016,634180.000000000000000,4831309.000000000000000,10559,C,,,2,0
10560,2014,634175.000000000000000,4831312.000000000000000,10560,C,,,2,0
10560,2015,634175.000000000000000,4831312.000000000000000,10560,C,,,2,0
10560,2016,634175.000000000000000,4831312.000000000000000,10560,C,,,1,0
10560,2017,634175.000000000000000,4831312.000000000000000,10560,C,,,1,0
10561,2014,634178.000000000000000,4831307.000000000000000,10561,C,,,3,0
10561,2015,634178.000000000000000,4831307.000000000000000,10561,C,,,1,0
10562,2014,634182.000000000000000,4831307.000000000000000,10562,C,,,1,0
10562,2015,634182.000000000000000,4831307.000000000000000,10562,C,,,1,0
10563,2014,634179.000000000000000,4831306.000000000000000,10563,C,,,4,0
10563,2016,634179.000000000000000,4831306.000000000000000,10563,C,,,2,0
10564,2014,634174.000000000000000,4831311.000000000000000,10564,C,,,1,0
10564,2015,634174.000000000000000,4831311.000000000000000,10564,C,,,2,0
10564,2016,634174.000000000000000,4831311.000000000000000,10564,C,,,1,0
10565,2014,634175.000000000000000,4831302.000000000000000,10565,C,,,2,0
10565,2016,634175.000000000000000,4831302.000000000000000,10565,C,,,2,0
10565,2017,634175.000000000000000,4831302.000000000000000,10565,C,,,1,0
10566,2014,634173.000000000000000,4831301.000000000000000,10566,C,,,3,0
10566,2015,634173.000000000000000,4831301.000000000000000,10566,C,,,1,0
10566,2016,634173.000000000000000,4831301.000000000000000,10566,C,,,3,0
10567,2014,634172.000000000000000,4831304.000000000000000,10567,C,,,1,0
10567,2015,634172.000000000000000,4831304.000000000000000,10567,C,,,1,0
10567,2016,634172.000000000000000,4831304.000000000000000,10567,C,,,1,0
10568,2014,634172.000000000000000,4831307.000000000000000,10568,C,,,1,0
10568,2015,634172.000000000000000,4831307.000000000000000,10568,C,,,1,0
10568,2016,634172.000000000000000,4831307.000000000000000,10568,C,,,1,0
10569,2014,634171.165200000046752,4831297.436400000005960,10569,C,,,1,0
10569,2015,634171.165200000046752,4831297.436400000005960,10569,C,,,2,0
10569,2016,634171.165200000046752,4831297.436400000005960,10569,C,,,2,0
10570,2014,634171.000000000000000,4831306.000000000000000,10570,C,,,1,0
10570,2016,634171.000000000000000,4831306.000000000000000,10570,C,,,1,0
10571,2014,634171.000000000000000,4831304.000000000000000,10571,C,,,3,0
10571,2015,634171.000000000000000,4831304.000000000000000,10571,C,,,2,0
10571,2016,634171.000000000000000,4831304.000000000000000,10571,C,,,1,0
10572,2014,634168.000000000000000,4831302.000000000000000,10572,C,,,1,0
10572,2015,634168.000000000000000,4831302.000000000000000,10572,C,,,1,0
10573,2014,634166.000000000000000,4831306.000000000000000,10573,C,,,1,0
10574,2014,634167.000000000000000,4831306.000000000000000,10574,C,,,2,0
10574,2015,634167.000000000000000,4831306.000000000000000,10574,C,,,1,0
10575,2014,634168.000000000000000,4831312.000000000000000,10575,C,,,2,0
10575,2015,634168.000000000000000,4831312.000000000000000,10575,C,,,1,0
10575,2016,634168.000000000000000,4831312.000000000000000,10575,C,,,1,0
10576,2014,634169.000000000000000,4831312.000000000000000,10576,C,,,1,0
10577,2014,634169.000000000000000,4831306.000000000000000,10577,C,,,4,0
10577,2015,634169.000000000000000,4831306.000000000000000,10577,C,,,1,0
10577,2016,634169.000000000000000,4831306.000000000000000,10577,C,,,2,0
10578,2014,634174.000000000000000,4831314.000000000000000,10578,C,,,2,0
10579,2014,634170.000000000000000,4831319.000000000000000,10579,C,,,1,0
10581,2014,634166.000000000000000,4831314.000000000000000,10581,C,,,1,0
10581,2015,634166.000000000000000,4831314.000000000000000,10581,C,,,1,0
10581,2016,634166.000000000000000,4831314.000000000000000,10581,C,,,1,0
10582,2014,634166.000000000000000,4831310.000000000000000,10582,C,,,1,0
10583,2014,634166.000000000000000,4831309.000000000000000,10583,C,,,1,0
